transaction_id,account_id,merchant_id,amount,transaction_date,transaction_time
2552,147,22,26987.42,2019-10-01,00:17:11
2553,26,32,7579.79,2019-06-07,08:01:23
2554,2,32,19672.8,2023-06-12,01:19:18
2555,46,44,22887.92,2020-08-27,04:43:58
2556,81,50,14314.76,2012-03-20,12:58:44
2557,161,23,27319.8,2022-03-29,19:33:38
2558,146,6,18355.25,2021-03-16,23:12:31
2559,168,8,45006.89,2022-02-12,05:34:20
2560,188,19,1842.65,2017-09-16,16:18:43
2561,134,15,31636.41,2020-03-03,02:49:35
2562,110,8,1043.89,2022-07-13,22:48:48
2563,92,42,34487.47,2023-01-23,22:43:06
2564,4,13,30246.57,2017-11-11,08:14:53
2565,132,23,10723.64,2017-09-12,07:07:29
2566,56,17,29292.92,2024-02-08,11:24:28
2567,127,13,2042.84,2024-06-08,20:07:45
2568,148,11,48884.24,2020-08-04,07:45:52
2569,110,50,19831.85,2024-07-17,18:33:10
2570,198,26,2286.25,2022-10-14,10:21:52
2571,173,4,17478.12,2021-11-25,14:33:54
2572,154,18,23756.68,2021-07-02,04:57:19
2573,166,46,10456.03,2009-10-10,18:03:14
2574,166,38,48815.96,2012-03-28,22:42:49
2575,165,37,25237.88,2023-10-11,07:51:15
2576,88,45,25512.0,2006-09-23,02:08:36
2577,163,16,11082.1,2020-07-17,10:33:30
2578,112,46,14715.48,2024-01-01,11:02:37
2579,8,13,44627.89,2020-08-28,10:04:46
2580,24,2,18985.14,2023-12-15,15:28:54
2581,12,33,5810.78,2020-08-07,15:16:32
2582,11,27,8764.9,2012-11-03,20:18:05
2583,58,12,27827.79,2023-10-10,06:42:40
2584,60,23,42297.81,2024-04-19,18:39:41
2585,26,1,30682.8,2018-05-01,23:11:00
2586,79,18,16044.28,2024-02-24,20:35:58
2587,15,5,15334.6,2021-01-17,23:41:11
2588,196,16,40680.82,2013-03-16,17:45:40
2589,46,3,45309.0,2015-12-20,14:59:31
2590,27,38,3031.5,2020-08-20,23:44:07
2591,135,6,43646.89,2023-04-18,06:59:54
2592,7,33,23753.05,2015-08-26,23:27:35
2593,118,29,26603.42,2023-08-26,22:50:19
2594,9,47,11631.46,2022-01-24,02:08:57
2595,21,5,48869.82,2022-12-01,12:23:34
2596,186,48,6352.76,2018-11-15,02:08:19
2597,106,7,40623.83,2023-08-13,16:49:46
2598,53,29,4278.56,2014-08-10,06:39:45
2599,146,48,40460.83,2014-02-17,06:42:38
2600,42,12,47904.66,2017-09-15,19:12:03
2601,74,46,18655.1,2014-04-14,01:07:25
2602,77,40,22021.29,2018-02-07,18:24:54
2603,129,50,29871.34,2024-04-08,03:21:12
2604,104,47,2934.42,2020-01-14,08:46:07
2605,143,3,44929.0,2013-07-20,03:31:18
2606,124,15,8631.65,2020-05-17,23:45:19
2607,96,36,18338.18,2024-04-07,17:58:57
2608,81,16,11379.03,2018-01-18,16:24:47
2609,161,40,792.4,2023-12-10,00:51:09
2610,113,7,29135.32,2016-01-25,13:43:14
2611,72,19,49198.96,2016-08-03,18:23:10
2612,158,47,42984.61,2010-06-28,08:31:51
2613,14,25,14516.53,2020-11-27,05:40:29
2614,71,15,20898.4,2024-03-30,02:54:38
2615,96,20,3586.7,2017-01-05,08:47:54
2616,7,37,10503.86,2021-06-22,10:09:26
2617,64,28,19937.58,2023-01-14,18:00:11
2618,122,31,9546.25,2014-05-28,20:58:28
2619,170,32,7371.28,2024-06-19,17:16:56
2620,41,49,14359.88,2024-07-31,07:34:36
2621,49,31,41994.01,2018-09-30,05:46:37
2622,185,3,32565.96,2022-06-28,16:05:05
2623,134,28,37275.28,2023-09-07,03:14:19
2624,49,14,36952.54,2024-02-02,18:09:37
2625,125,49,23642.95,2023-03-06,18:49:43
2626,103,33,39269.32,2024-07-24,08:25:47
2627,113,3,43542.94,2013-03-03,10:20:15
2628,188,21,27831.19,2018-02-05,23:32:48
2629,33,48,12150.31,2015-12-21,05:34:52
2630,119,24,39797.01,2019-02-23,14:24:33
2631,4,22,32350.54,2020-02-01,07:39:53
2632,161,46,5616.73,2019-09-26,21:22:14
2633,153,4,17938.39,2024-06-20,05:31:35
2634,118,28,45416.56,2022-02-17,06:25:52
2635,162,48,33380.31,2016-09-04,19:24:22
2636,120,44,18037.8,2016-10-20,23:35:58
2637,31,8,37144.71,2022-04-30,10:58:20
2638,94,43,16795.7,2023-01-27,01:03:42
2639,180,16,15762.42,2017-04-13,12:52:52
2640,165,35,23778.81,2016-07-13,00:09:06
2641,189,46,27951.43,2021-07-06,05:14:26
2642,42,4,10793.65,2023-11-11,04:31:47
2643,150,32,46229.99,2022-05-05,21:48:44
2644,31,5,32747.51,2012-02-28,23:15:17
2645,61,37,29573.87,2018-03-15,12:07:26
2646,10,23,40457.22,2016-07-29,15:13:28
2647,155,50,935.99,2022-07-19,16:03:56
2648,3,31,45386.35,2017-04-29,03:46:24
2649,101,27,32750.29,2024-07-17,19:25:43
2650,180,35,23496.47,2019-11-26,15:04:57
2651,35,6,15896.42,2022-07-26,05:56:07
2652,45,37,2938.22,2024-06-22,09:35:09
2653,113,5,7836.63,2015-01-16,08:34:37
2654,170,49,34436.89,2024-01-30,04:26:05
2655,194,44,37047.22,2016-10-06,15:41:03
2656,8,32,17238.62,2019-12-30,04:31:47
2657,33,36,10901.67,2023-05-07,12:48:08
2658,79,48,31051.87,2024-06-24,14:23:07
2659,153,2,5820.59,2019-11-21,05:07:30
2660,117,18,6349.76,2022-02-14,13:26:59
2661,104,28,12091.94,2019-10-21,22:54:38
2662,181,31,42440.76,2017-11-30,08:42:44
2663,4,32,23479.44,2015-04-24,05:46:22
2664,139,11,48102.16,2010-10-13,13:23:45
2665,116,7,35786.63,2019-02-03,06:46:13
2666,152,10,20611.71,2022-03-10,01:36:48
2667,20,9,36753.09,2023-06-06,12:34:17
2668,135,12,28640.86,2023-03-01,22:19:58
2669,55,35,17919.15,2005-04-03,02:04:06
2670,117,49,6384.38,2020-02-05,13:06:58
2671,157,49,31467.48,2024-03-10,16:32:15
2672,113,7,28221.95,2012-06-26,12:41:57
2673,173,26,5285.05,2018-08-29,09:10:38
2674,129,32,43491.72,2024-06-29,01:47:58
2675,9,21,39753.31,2024-06-11,14:18:30
2676,99,16,42865.34,2020-11-22,06:27:20
2677,137,12,15100.77,2019-11-26,20:22:58
2678,33,30,48685.21,2016-09-16,10:01:29
2679,104,37,47129.52,2024-06-04,12:00:57
2680,76,15,17223.25,2017-01-04,21:16:44
2681,2,12,41632.16,2024-05-02,04:43:27
2682,199,39,31836.42,2015-09-14,10:16:19
2683,70,46,23691.0,2018-12-18,04:19:07
2684,135,7,17274.69,2021-09-11,20:36:45
2685,88,46,36654.88,2007-10-16,18:01:35
2686,78,16,20575.24,2023-11-30,17:18:20
2687,85,45,31772.57,2019-10-03,16:06:02
2688,41,48,46570.65,2024-05-09,15:14:39
2689,67,50,10682.06,2013-06-27,23:06:25
2690,177,27,10722.56,2024-05-07,22:23:17
2691,182,5,13555.84,2021-02-05,09:46:02
2692,114,9,45764.61,2020-02-21,18:22:01
2693,111,8,30708.61,2022-08-28,17:55:31
2694,128,37,27129.48,2022-02-24,20:09:18
2695,51,42,38198.29,2021-05-21,05:08:42
2696,7,9,23242.28,2018-06-02,00:42:49
2697,105,9,20064.92,2010-03-12,04:53:00
2698,27,2,32233.56,2010-12-31,10:28:06
2699,77,25,45622.07,2023-07-25,03:45:36
2700,81,29,23728.72,2016-07-23,19:12:21
2701,7,19,29408.74,2015-03-16,21:58:45
2702,180,6,29299.39,2017-01-18,07:30:08
2703,110,4,30621.62,2024-04-05,03:32:23
2704,126,25,43682.56,2021-07-13,16:15:17
2705,145,10,1102.65,2022-11-07,07:31:27
2706,21,45,25599.5,2013-12-07,15:07:26
2707,167,43,36635.96,2024-03-21,03:46:49
2708,129,24,10599.86,2024-02-27,13:47:11
2709,94,9,24211.52,2008-01-19,07:24:09
2710,28,3,32163.95,2020-12-13,21:03:49
2711,176,25,36179.86,2022-05-26,15:09:48
2712,75,26,5608.39,2021-04-12,07:45:34
2713,156,33,36849.56,2023-06-17,07:56:02
2714,199,30,34595.76,2018-08-03,10:39:47
2715,15,11,48872.82,2021-07-07,19:48:14
2716,198,17,39163.2,2022-12-06,19:52:28
2717,64,48,880.72,2008-08-28,17:26:14
2718,190,20,19830.57,2024-04-12,23:10:45
2719,84,41,32627.57,2021-11-24,19:44:17
2720,132,10,14454.22,2015-04-29,01:30:56
2721,78,21,315.11,2023-12-15,09:57:00
2722,127,43,42596.48,2024-05-11,08:04:08
2723,100,10,18634.3,2023-11-25,07:22:30
2724,54,15,11014.23,2023-03-30,13:25:17
2725,92,15,13631.88,2023-08-22,18:10:52
2726,121,3,4271.58,2012-01-14,01:53:50
2727,109,1,41750.32,2023-09-17,11:40:52
2728,132,33,3084.58,2017-05-26,22:00:36
2729,135,32,31776.94,2020-06-12,13:09:25
2730,52,41,6208.29,2023-09-14,12:28:35
2731,26,47,2025.69,2016-06-07,05:48:29
2732,143,45,5776.53,2019-12-27,07:37:33
2733,115,26,39210.98,2024-05-15,03:54:51
2734,79,48,10380.49,2024-05-28,11:13:21
2735,130,33,15368.46,2016-10-14,01:21:20
2736,187,50,2878.35,2018-06-20,12:11:42
2737,103,27,44893.48,2024-07-28,07:09:43
2738,20,5,6139.2,2023-05-05,20:05:45
2739,169,13,29011.86,2021-08-06,10:52:46
2740,134,8,31096.87,2022-10-02,19:28:11
2741,197,29,30637.08,2021-02-15,00:02:41
2742,90,34,4312.95,2020-11-14,01:42:59
2743,145,47,13903.86,2023-07-24,22:21:42
2744,43,17,47690.8,2020-01-05,03:57:56
2745,187,35,37629.05,2018-11-17,10:45:09
2746,143,40,3188.97,2022-07-31,05:56:56
2747,193,34,15632.87,2023-11-24,04:56:01
2748,7,19,314.53,2016-01-21,16:08:34
2749,174,42,368.12,2018-05-15,14:29:58
2750,1,39,22095.59,2023-12-25,23:34:01
2751,49,34,40795.23,2023-11-04,15:17:55
2752,63,13,28641.69,2014-03-04,07:49:11
2753,174,6,2840.21,2022-03-06,08:34:44
2754,25,50,28910.61,2024-02-15,07:13:56
2755,193,10,37720.51,2024-04-02,05:14:30
2756,95,50,30818.17,2023-10-07,05:17:41
2757,157,43,4206.3,2019-02-12,18:52:39
2758,176,22,20180.02,2020-05-04,09:41:45
2759,85,28,49908.45,2007-01-06,22:16:46
2760,95,18,1832.13,2024-04-10,09:01:48
2761,169,1,45293.22,2024-04-17,15:01:15
2762,143,1,35542.35,2007-01-30,05:56:49
2763,42,17,4008.6,2016-06-09,22:11:34
2764,17,50,10070.98,2022-04-19,23:36:36
2765,191,17,2877.9,2024-08-17,21:59:15
2766,20,6,9532.84,2024-01-11,17:12:01
2767,190,13,46170.93,2024-07-16,11:26:34
2768,59,28,28982.34,2022-08-12,11:40:43
2769,105,44,36479.18,2021-04-10,13:06:59
2770,196,6,11059.34,2015-06-03,09:24:00
2771,137,47,13552.48,2015-11-23,07:22:04
2772,45,38,29734.95,2022-02-04,18:38:20
2773,15,31,14241.86,2021-10-30,05:03:12
2774,50,2,13775.38,2020-05-09,15:23:45
2775,132,40,2087.8,2022-01-27,14:23:42
2776,176,49,21410.19,2020-09-21,03:04:16
2777,132,10,30377.61,2023-08-14,18:07:24
2778,163,36,16165.75,2016-10-20,16:47:11
2779,78,35,10476.77,2024-05-06,13:44:47
2780,148,47,26315.48,2021-12-17,20:19:10
2781,178,48,26059.66,2024-03-20,16:29:38
2782,160,42,30221.53,2012-11-05,00:59:09
2783,13,1,46383.13,2023-02-19,23:20:12
2784,16,48,4331.9,2021-03-19,12:02:56
2785,50,1,11108.1,2020-07-24,16:47:14
2786,197,45,16556.57,2022-06-04,00:47:04
2787,140,15,21809.39,2017-01-28,08:25:37
2788,46,5,45968.6,2023-02-21,14:25:46
2789,46,41,36642.36,2009-06-16,10:40:51
2790,100,29,17155.45,2022-10-02,10:56:43
2791,122,2,24083.9,2020-07-21,17:57:52
2792,104,28,23838.8,2023-02-05,01:17:16
2793,157,40,49904.81,2006-02-13,04:11:25
2794,189,41,4566.53,2022-08-06,15:47:48
2795,67,15,4025.7,2019-07-17,05:50:11
2796,40,36,5521.38,2019-11-02,16:19:07
2797,80,18,29990.14,2022-06-08,21:13:39
2798,126,41,35587.33,2010-02-16,12:13:22
2799,55,26,44266.66,2014-02-14,22:22:47
2800,35,6,44198.62,2009-10-11,02:01:17
2801,24,16,47247.25,2023-07-15,14:53:06
2802,21,7,33623.43,2004-12-23,03:43:51
2803,168,22,30561.98,2022-10-12,18:29:24
2804,111,14,48304.92,2017-11-09,14:23:46
2805,142,33,5993.72,2024-05-03,10:46:28
2806,23,33,44305.13,2024-03-25,15:03:12
2807,89,44,29078.14,2023-03-16,11:32:22
2808,30,45,46651.58,2024-08-09,05:49:26
2809,75,16,27104.21,2023-08-02,23:31:10
2810,48,47,15727.25,2014-07-28,09:42:22
2811,107,49,22812.3,2017-02-17,13:16:22
2812,193,38,2961.77,2024-07-21,17:59:53
2813,130,16,33090.57,2014-06-14,01:36:12
2814,134,29,7540.15,2019-08-18,00:05:47
2815,189,29,49504.94,2022-11-18,16:12:52
2816,131,39,25611.94,2024-04-23,02:16:13
2817,123,23,13926.11,2023-12-28,23:03:16
2818,123,27,22539.21,2018-10-25,04:59:41
2819,22,35,44801.82,2024-04-21,22:51:25
2820,84,6,40609.2,2021-09-02,13:09:40
2821,82,1,39187.09,2010-05-08,09:54:23
2822,30,9,20558.33,2024-08-10,04:50:23
2823,3,7,30229.13,2023-09-03,20:42:12
2824,76,19,17060.6,2019-05-01,02:02:17
2825,111,31,17344.44,2016-11-13,11:58:21
2826,133,34,38569.52,2024-06-07,03:16:23
2827,171,40,48988.04,2010-02-24,14:05:19
2828,1,14,29665.13,2021-01-16,21:51:18
2829,63,27,3866.62,2013-03-25,16:07:59
2830,152,39,25566.62,2022-05-04,08:52:03
2831,32,25,25111.07,2024-08-07,12:14:44
2832,167,7,41573.18,2021-04-22,09:48:24
2833,200,6,48242.88,2023-10-14,21:46:20
2834,114,36,41189.77,2023-01-20,14:07:24
2835,111,9,13796.05,2016-03-31,18:14:50
2836,163,2,42591.79,2018-02-14,15:10:40
2837,91,14,8709.72,2024-04-05,10:34:43
2838,5,11,9195.17,2016-11-09,03:05:23
2839,134,16,4699.84,2019-02-03,03:27:37
2840,49,15,28038.43,2022-05-22,18:10:30
2841,133,17,16604.84,2024-08-08,23:06:01
2842,65,11,18227.09,2012-08-16,12:41:54
2843,10,7,13840.73,2023-01-07,15:20:32
2844,30,33,19630.72,2024-08-21,19:15:04
2845,162,22,41160.23,2018-07-24,09:11:01
2846,15,41,15698.22,2021-05-31,12:12:27
2847,4,13,14938.03,2012-04-23,22:55:48
2848,150,43,6045.85,2017-04-10,09:17:53
2849,17,38,8799.46,2023-05-12,11:52:31
2850,69,22,28630.07,2016-07-25,05:45:02
2851,85,6,36388.09,2019-02-18,14:38:05
2852,130,23,15865.55,2010-06-04,23:47:51
2853,66,37,42058.36,2018-08-04,13:36:23
2854,57,15,37215.14,2024-06-11,09:04:46
2855,187,37,34037.13,2017-01-02,04:04:50
2856,89,31,22967.38,2014-10-02,19:02:43
2857,88,28,32135.95,2015-10-24,20:10:25
2858,24,13,41502.45,2016-12-15,06:47:06
2859,34,49,44214.18,2020-11-23,20:32:03
2860,166,29,977.07,2023-11-19,03:48:58
2861,105,9,28256.35,2007-12-12,01:47:57
2862,143,27,22109.32,2019-04-27,17:07:12
2863,125,7,19198.78,2012-01-26,05:47:25
2864,34,17,21541.17,2022-10-14,20:24:33
2865,196,41,48546.09,2024-05-06,08:19:18
2866,199,36,14921.33,2018-11-08,17:25:55
2867,143,43,7745.02,2014-05-06,17:56:17
2868,81,8,27343.94,2012-07-27,17:06:17
2869,25,25,37153.58,2021-06-18,02:28:54
2870,126,48,11031.33,2013-12-21,19:58:57
2871,130,16,32258.76,2018-11-29,12:25:11
2872,133,42,15969.48,2024-04-08,03:30:02
2873,199,33,21567.39,2022-04-29,22:02:02
2874,10,40,46295.95,2020-09-08,10:29:43
2875,157,22,16656.14,2010-07-28,07:13:39
2876,57,2,40988.85,2019-03-28,04:56:23
2877,59,28,46980.85,2018-12-04,06:11:02
2878,38,50,3311.51,2010-01-03,15:45:53
2879,26,25,10994.02,2015-05-14,21:42:29
2880,6,48,43853.41,2011-06-15,00:30:20
2881,81,33,6638.36,2011-06-08,08:18:10
2882,109,22,19547.16,2024-08-12,16:37:14
2883,185,30,8633.88,2023-06-20,06:07:07
2884,20,10,7165.41,2023-08-03,04:58:06
2885,169,1,33902.1,2022-03-08,06:46:11
2886,114,47,49728.96,2021-09-13,15:07:49
2887,114,10,41473.51,2014-02-08,11:18:59
2888,166,22,6946.83,2010-08-22,09:57:03
2889,12,20,38663.62,2016-06-01,22:41:01
2890,20,28,30469.7,2024-02-07,11:55:20
2891,60,40,10063.99,2024-01-01,18:11:10
2892,41,28,923.58,2024-07-21,21:20:41
2893,126,3,1201.71,2011-10-12,11:25:33
2894,146,22,43081.66,2022-08-09,22:35:03
2895,13,46,15696.71,2024-02-28,14:45:35
2896,20,30,43557.51,2023-11-12,00:53:34
2897,121,43,28203.22,2004-10-01,11:06:05
2898,151,16,26260.18,2012-08-01,01:40:19
2899,78,17,38172.51,2023-02-24,05:02:26
2900,146,46,48217.23,2015-01-28,14:13:18
2901,17,1,32968.31,2017-12-16,22:41:02
2902,58,30,36621.16,2021-06-28,04:18:40
2903,32,46,11881.21,2024-06-29,16:52:29
2904,142,42,20596.39,2024-02-04,22:33:15
2905,139,30,38421.4,2015-02-17,00:39:35
2906,34,46,16551.67,2019-07-24,16:45:31
2907,172,41,42515.65,2015-06-19,17:55:36
2908,9,3,38588.05,2022-07-12,11:00:29
2909,183,8,11176.09,2021-08-03,10:41:43
2910,173,49,1955.92,2018-12-09,15:04:19
2911,70,4,1471.34,2023-02-21,21:50:23
2912,8,6,14649.82,2017-03-24,22:39:26
2913,148,31,21641.17,2022-10-27,15:57:50
2914,38,11,13143.36,2016-07-11,13:49:06
2915,82,43,35214.84,2024-05-07,13:52:27
2916,123,27,31101.26,2016-10-06,10:46:40
2917,8,23,25933.0,2019-01-02,02:21:08
2918,88,15,28015.37,2022-04-10,13:53:06
2919,72,32,36860.93,2017-01-01,20:58:29
2920,84,29,35252.85,2024-03-26,05:27:58
2921,183,30,48342.28,2019-01-20,18:56:43
2922,89,2,48266.51,2014-10-31,04:28:01
2923,68,8,26116.53,2023-02-05,16:21:30
2924,5,40,38749.23,2020-06-03,05:58:45
2925,30,9,18072.72,2024-08-21,07:16:45
2926,90,26,19432.27,2023-05-19,18:08:36
2927,153,11,3936.15,2023-05-16,04:42:49
2928,75,17,17452.06,2021-10-17,09:52:30
2929,92,38,16063.21,2024-01-01,06:01:07
2930,159,9,32317.14,2023-10-28,01:47:59
2931,30,8,5318.39,2024-08-16,04:58:07
2932,27,4,47322.34,2011-05-18,04:51:31
2933,4,12,37844.79,2018-06-06,16:28:20
2934,41,19,29994.81,2024-05-15,08:23:12
2935,134,28,28730.49,2020-11-20,03:09:25
2936,30,4,2846.85,2024-08-21,07:00:50
2937,151,40,36453.05,2016-05-11,03:05:20
2938,183,3,21553.27,2020-06-11,17:00:03
2939,179,21,34230.63,2014-07-06,12:59:46
2940,43,8,13822.67,2021-04-10,07:43:16
2941,106,41,18313.86,2022-01-03,06:36:30
2942,139,41,40659.71,2016-09-20,22:27:06
2943,76,20,27059.13,2019-05-09,09:56:59
2944,181,5,46933.09,2022-01-17,23:14:18
2945,114,27,30043.61,2014-04-10,16:49:30
2946,70,24,7343.97,2024-08-16,21:01:06
2947,27,7,12235.3,2024-06-09,05:42:55
2948,18,31,3.45,2013-06-20,02:27:42
2949,129,18,38893.45,2023-03-19,13:39:56
2950,156,2,11621.98,2022-12-17,22:27:22
2951,47,8,44629.59,2014-02-06,19:55:35
2952,172,7,36357.26,2023-08-14,08:15:15
2953,170,48,15750.0,2024-08-12,07:14:33
2954,106,4,2487.41,2023-11-04,19:36:57
2955,197,14,35823.61,2021-09-17,17:45:34
2956,139,33,43398.57,2023-05-29,02:57:02
2957,147,29,31706.21,2020-04-13,15:48:39
2958,63,39,42395.22,2018-06-18,03:32:12
2959,52,27,29074.85,2024-06-29,03:53:08
2960,198,9,15644.95,2022-11-18,19:14:24
2961,103,48,39899.27,2024-08-18,18:41:27
2962,96,12,47473.55,2012-07-17,17:03:45
2963,187,25,39471.46,2020-12-19,11:13:51
2964,140,25,30945.04,2015-02-22,00:26:20
2965,190,4,43951.51,2023-12-20,10:54:29
2966,69,45,273.52,2016-10-27,14:39:54
2967,18,2,29858.13,2014-01-04,19:43:20
2968,186,48,6718.5,2021-07-03,08:11:30
2969,14,41,9681.0,2009-04-06,03:22:24
2970,96,39,13328.9,2021-03-02,20:55:18
2971,111,34,13189.39,2021-01-21,14:48:42
2972,133,19,22640.66,2024-06-17,11:52:28
2973,155,14,5386.71,2019-03-13,09:35:45
2974,146,19,20701.66,2019-08-24,19:31:55
2975,59,43,40891.56,2023-11-12,19:49:28
2976,91,50,33081.4,2018-12-05,10:19:42
2977,191,42,14394.23,2024-08-15,17:03:50
2978,156,50,3833.58,2022-08-11,01:36:20
2979,67,40,45674.12,2016-03-17,09:02:45
2980,155,47,30904.6,2023-12-20,02:58:42
2981,27,2,19797.79,2023-03-28,00:50:19
2982,153,9,29068.78,2022-07-13,20:58:37
2983,74,1,48713.11,2019-01-02,21:27:52
2984,164,3,42712.06,2015-02-20,14:26:47
2985,158,30,35770.34,2010-05-10,15:45:56
2986,124,41,13282.35,2013-10-07,02:36:30
2987,64,6,8693.85,2010-06-08,22:31:26
2988,85,4,14884.62,2016-07-06,02:47:59
2989,46,9,49651.6,2011-08-24,09:11:10
2990,70,43,6767.39,2022-01-20,13:33:04
2991,170,49,6761.64,2023-10-21,02:35:48
2992,35,32,9813.46,2013-01-31,00:06:24
2993,98,16,17223.05,2020-04-27,09:24:34
2994,96,47,46473.43,2022-09-08,14:27:41
2995,136,39,27584.58,2017-10-21,00:33:09
2996,128,38,9669.74,2023-09-27,14:28:42
2997,191,13,975.43,2024-08-15,06:35:24
2998,195,27,3682.53,2023-07-15,21:45:32
2999,178,39,8574.12,2024-05-30,06:31:56
3000,84,35,13735.21,2021-12-25,05:54:49
3001,185,47,48915.81,2023-10-07,23:04:01
3002,149,15,24708.28,2024-02-19,19:42:37
3003,81,22,30867.73,2021-01-17,13:53:21
3004,163,29,18085.31,2015-07-20,20:22:11
3005,153,10,10035.84,2022-06-13,15:36:48
3006,14,1,10711.09,2007-11-04,12:39:52
3007,23,36,8095.69,2020-08-31,09:05:12
3008,114,44,28592.23,2018-05-29,23:35:37
3009,159,30,38793.46,2014-11-18,10:30:39
3010,45,11,46136.69,2022-05-10,00:18:30
3011,121,17,38372.17,2008-05-01,07:46:59
3012,114,9,16665.0,2022-07-01,04:15:11
3013,33,35,47956.8,2013-05-24,17:59:51
3014,29,25,33772.22,2021-12-24,07:58:56
3015,128,3,1492.19,2012-11-12,08:03:30
3016,191,46,39583.81,2024-08-17,07:39:57
3017,84,43,27357.8,2024-03-31,07:31:29
3018,159,3,17184.16,2019-09-25,16:32:09
3019,34,44,28795.39,2019-06-09,22:40:50
3020,196,7,26773.47,2020-05-28,17:35:07
3021,109,10,37143.28,2024-01-04,21:44:29
3022,107,44,1854.6,2018-01-24,07:23:54
3023,67,48,31138.71,2012-05-05,04:35:37
3024,157,32,42149.36,2020-02-29,08:10:23
3025,103,44,475.82,2024-07-08,12:50:13
3026,113,4,18589.68,2023-05-13,23:49:40
3027,79,25,15954.95,2024-04-13,19:52:01
3028,151,29,12309.76,2021-12-11,09:21:34
3029,70,47,19739.94,2017-05-14,16:46:45
3030,169,36,10015.19,2022-02-08,00:01:08
3031,102,19,35607.68,2021-10-16,19:00:56
3032,53,4,9648.03,2016-01-28,03:35:31
3033,56,4,35529.64,2021-10-29,15:29:09
3034,82,8,35952.61,2014-07-28,00:40:22
3035,74,1,4140.88,2011-11-13,22:38:00
3036,70,18,30334.46,2016-08-08,11:51:46
3037,177,25,1159.59,2024-06-11,12:35:44
3038,196,40,6719.91,2022-06-18,02:55:25
3039,130,40,29956.73,2021-03-04,05:41:48
3040,63,37,1094.49,2014-06-05,13:24:42
3041,180,11,39370.89,2024-06-11,22:50:32
3042,133,10,8011.24,2024-02-29,03:14:45
3043,135,47,34704.16,2019-12-24,20:18:42
3044,87,37,24871.61,2013-07-25,13:19:01
3045,57,32,36299.92,2023-07-29,18:12:36
3046,189,25,13224.8,2021-07-07,17:50:16
3047,195,4,49099.35,2024-06-24,12:00:07
3048,7,19,37727.71,2020-12-31,10:26:27
3049,8,13,29705.09,2017-03-18,07:40:52
3050,11,14,10190.94,2010-05-09,19:57:23
3051,7,16,35984.06,2015-03-11,10:31:05
3052,47,17,17884.06,2023-12-03,06:28:26
3053,71,40,28633.56,2024-03-16,03:05:57
3054,131,42,16809.42,2017-08-29,21:22:31
3055,130,3,48391.72,2022-06-20,02:03:49
3056,163,24,48661.61,2018-08-22,22:50:19
3057,172,26,22876.83,2020-02-25,22:49:42
3058,55,13,14499.09,2006-11-24,06:10:47
3059,10,11,20594.1,2021-06-06,16:01:32
3060,149,2,5899.05,2024-07-15,00:25:49
3061,75,29,3794.75,2022-10-29,05:45:07
3062,180,44,7213.92,2014-06-01,08:57:13
3063,2,40,8817.08,2024-07-28,17:31:40
3064,197,10,49887.75,2020-03-06,22:14:16
3065,105,37,24761.94,2013-04-21,22:52:11
3066,62,30,5598.06,2022-04-19,09:12:16
3067,15,25,21474.31,2023-09-10,09:00:42
3068,37,19,19746.34,2019-05-18,12:09:48
3069,62,18,12291.47,2022-02-15,05:34:29
3070,116,26,49874.74,2017-05-25,18:18:12
3071,24,26,44942.88,2015-03-10,11:53:17
3072,73,49,18831.34,2012-08-31,05:24:41
3073,47,6,28335.53,2016-08-09,03:56:25
3074,174,26,45274.82,2022-12-24,22:49:33
3075,15,30,8652.85,2022-08-02,16:52:58
3076,44,24,34133.13,2016-06-27,18:20:46
3077,18,32,39594.07,2011-07-16,01:17:41
3078,91,47,1368.76,2022-04-22,12:33:53
3079,70,1,20081.43,2017-04-14,21:45:01
3080,13,38,33060.64,2020-04-15,11:51:54
3081,13,45,25668.0,2021-11-21,08:13:35
3082,31,36,33033.24,2022-09-20,21:18:50
3083,38,33,6729.73,2016-01-06,18:32:30
3084,13,18,35874.99,2021-12-18,04:39:48
3085,13,47,35003.81,2023-06-09,20:18:45
3086,8,15,30641.42,2022-11-06,17:14:09
3087,37,18,12484.74,2022-06-02,14:32:25
3088,183,11,7265.08,2014-01-26,09:52:57
3089,19,21,4348.33,2017-01-01,21:19:25
3090,159,3,49679.68,2021-05-04,07:35:39
3091,189,46,46708.04,2023-08-19,09:16:45
3092,50,11,46717.51,2005-03-16,07:24:55
3093,97,18,19401.84,2023-09-02,05:52:41
3094,71,6,43110.05,2024-07-24,18:32:51
3095,124,35,38504.1,2018-11-21,07:22:05
3096,192,28,31658.13,2020-10-17,15:46:49
3097,107,19,40752.11,2022-02-10,09:23:30
3098,77,15,33262.44,2022-07-10,09:10:46
3099,148,24,32809.32,2021-12-07,03:18:29
3100,71,13,33423.47,2024-08-12,17:54:51
3101,126,3,35420.76,2020-02-23,08:29:45
3102,42,9,31027.47,2023-02-01,00:43:46
3103,35,21,14941.58,2013-10-03,02:21:41
3104,68,49,11156.75,2012-01-28,18:54:45
3105,141,5,19790.34,2017-10-19,09:49:08
3106,92,8,42648.0,2024-03-31,02:00:03
3107,15,9,33911.19,2021-02-18,07:38:19
3108,126,33,20288.26,2012-04-30,11:50:29
3109,64,6,3248.63,2010-06-22,23:56:01
3110,111,7,11974.75,2019-10-26,16:50:33
